County	State	Year	Population
Loudon County	Tennessee	2014	50722
Loudon County	Tennessee	2015	51130
Balance of Loudon County	Tennessee	2010	32942
Balance of Loudon County	Tennessee	2011	33056
Balance of Loudon County	Tennessee	2012	33507
Balance of Loudon County	Tennessee	2013	33978
Balance of Loudon County	Tennessee	2014	34198
Balance of Loudon County	Tennessee	2015	34506
McMinn County	Tennessee	2010	52185
McMinn County	Tennessee	2011	52358
McMinn County	Tennessee	2012	52447
McMinn County	Tennessee	2013	52401
McMinn County	Tennessee	2014	52684
McMinn County	Tennessee	2015	52639
Balance of McMinn County	Tennessee	2010	32424
Balance of McMinn County	Tennessee	2011	32547
Balance of McMinn County	Tennessee	2012	32595
Balance of McMinn County	Tennessee	2013	32569
Balance of McMinn County	Tennessee	2014	32750
Balance of McMinn County	Tennessee	2015	32709
McNairy County	Tennessee	2010	26054
McNairy County	Tennessee	2011	26040
McNairy County	Tennessee	2012	26166
McNairy County	Tennessee	2013	26092
McNairy County	Tennessee	2014	26149
McNairy County	Tennessee	2015	26066
Balance of McNairy County	Tennessee	2010	15989
Balance of McNairy County	Tennessee	2011	15899
Balance of McNairy County	Tennessee	2012	15972
Balance of McNairy County	Tennessee	2013	15910
Balance of McNairy County	Tennessee	2014	15950
Balance of McNairy County	Tennessee	2015	15893
Macon County	Tennessee	2010	22258
Macon County	Tennessee	2011	22466
Macon County	Tennessee	2012	22509
Macon County	Tennessee	2013	22643
Macon County	Tennessee	2014	23012
Macon County	Tennessee	2015	23177
Balance of Macon County	Tennessee	2010	16610
Balance of Macon County	Tennessee	2011	16726
Balance of Macon County	Tennessee	2012	16658
Balance of Macon County	Tennessee	2013	16736
Balance of Macon County	Tennessee	2014	16911
Balance of Macon County	Tennessee	2015	17046
Madison County	Tennessee	2010	98252
Madison County	Tennessee	2011	98010
Madison County	Tennessee	2012	98505
Madison County	Tennessee	2013	98707
Madison County	Tennessee	2014	98089
Madison County	Tennessee	2015	97610
Balance of Madison County	Tennessee	2010	29381
Balance of Madison County	Tennessee	2011	29261
Balance of Madison County	Tennessee	2012	29362
Balance of Madison County	Tennessee	2013	29138
Balance of Madison County	Tennessee	2014	28896
Balance of Madison County	Tennessee	2015	28705
Marion County	Tennessee	2010	28234
Marion County	Tennessee	2011	28084
Marion County	Tennessee	2012	28233
Marion County	Tennessee	2013	28328
Marion County	Tennessee	2014	28396
Marion County	Tennessee	2015	28487
Balance of Marion County	Tennessee	2010	15802
Balance of Marion County	Tennessee	2011	15730
Balance of Marion County	Tennessee	2012	15824
Balance of Marion County	Tennessee	2013	15890
Balance of Marion County	Tennessee	2014	15939
Balance of Marion County	Tennessee	2015	16002
Marshall County	Tennessee	2010	30686
Marshall County	Tennessee	2011	30904
Marshall County	Tennessee	2012	30940
Marshall County	Tennessee	2013	31100
Marshall County	Tennessee	2014	31301
Marshall County	Tennessee	2015	31552
Balance of Marshall County	Tennessee	2010	16751
Balance of Marshall County	Tennessee	2011	16868
Balance of Marshall County	Tennessee	2012	16884
Balance of Marshall County	Tennessee	2013	16967
Balance of Marshall County	Tennessee	2014	17077
Balance of Marshall County	Tennessee	2015	17214
Maury County	Tennessee	2010	81218
Maury County	Tennessee	2011	81448
Maury County	Tennessee	2012	82002
Maury County	Tennessee	2013	83640
Maury County	Tennessee	2014	85598
Maury County	Tennessee	2015	87757
Balance of Maury County	Tennessee	2010	34801
Balance of Maury County	Tennessee	2011	34890
Balance of Maury County	Tennessee	2012	35086
Balance of Maury County	Tennessee	2013	35723
Balance of Maury County	Tennessee	2014	36537
Balance of Maury County	Tennessee	2015	37402
Meigs County	Tennessee	2010	11781
Meigs County	Tennessee	2011	11667
Meigs County	Tennessee	2012	11684
Meigs County	Tennessee	2013	11677
Meigs County	Tennessee	2014	11724
Meigs County	Tennessee	2015	11830
Balance of Meigs County	Tennessee	2010	10185
Balance of Meigs County	Tennessee	2011	10092
Balance of Meigs County	Tennessee	2012	10111
Balance of Meigs County	Tennessee	2013	10108
Balance of Meigs County	Tennessee	2014	10154
Balance of Meigs County	Tennessee	2015	10255
Monroe County	Tennessee	2010	44631
Monroe County	Tennessee	2011	44932
Monroe County	Tennessee	2012	45153
Monroe County	Tennessee	2013	45225
Monroe County	Tennessee	2014	45386
Monroe County	Tennessee	2015	45771
Balance of Monroe County	Tennessee	2010	31881
Balance of Monroe County	Tennessee	2011	32020
Balance of Monroe County	Tennessee	2012	32185
Balance of Monroe County	Tennessee	2013	32236
Balance of Monroe County	Tennessee	2014	32349
Balance of Monroe County	Tennessee	2015	32622
Montgomery County	Tennessee	2010	173189
Montgomery County	Tennessee	2011	176681
Montgomery County	Tennessee	2012	185311
Montgomery County	Tennessee	2013	184635
Montgomery County	Tennessee	2014	189795
Montgomery County	Tennessee	2015	193479
Balance of Montgomery County	Tennessee	2010	39594
Balance of Montgomery County	Tennessee	2011	40306
Balance of Montgomery County	Tennessee	2012	42121
Balance of Montgomery County	Tennessee	2013	41935
Balance of Montgomery County	Tennessee	2014	43117
Balance of Montgomery County	Tennessee	2015	44303
Moore County	Tennessee	2010	6356
Moore County	Tennessee	2011	6418
Moore County	Tennessee	2012	6355
Moore County	Tennessee	2013	6325
Moore County	Tennessee	2014	6336
Moore County	Tennessee	2015	6322
Morgan County	Tennessee	2010	22001
Morgan County	Tennessee	2011	22062
Morgan County	Tennessee	2012	21946
Morgan County	Tennessee	2013	21709
Morgan County	Tennessee	2014	21757
Morgan County	Tennessee	2015	21498
Balance of Morgan County	Tennessee	2010	20298
Balance of Morgan County	Tennessee	2011	20356
Balance of Morgan County	Tennessee	2012	20237
Balance of Morgan County	Tennessee	2013	20009
Balance of Morgan County	Tennessee	2014	20057
Balance of Morgan County	Tennessee	2015	19808
Obion County	Tennessee	2010	31818
Obion County	Tennessee	2011	31685
Obion County	Tennessee	2012	31356
Obion County	Tennessee	2013	31081
Obion County	Tennessee	2014	30884
Obion County	Tennessee	2015	30639
Balance of Obion County	Tennessee	2010	14166
Balance of Obion County	Tennessee	2011	14092
Balance of Obion County	Tennessee	2012	13937
Balance of Obion County	Tennessee	2013	13802
Balance of Obion County	Tennessee	2014	13711
Balance of Obion County	Tennessee	2015	13593
Overton County	Tennessee	2010	22091
Overton County	Tennessee	2011	22177
Overton County	Tennessee	2012	22208
Overton County	Tennessee	2013	22004
Overton County	Tennessee	2014	21981
Overton County	Tennessee	2015	22129
Balance of Overton County	Tennessee	2010	18032
Balance of Overton County	Tennessee	2011	18101
Balance of Overton County	Tennessee	2012	18127
Balance of Overton County	Tennessee	2013	17953
Balance of Overton County	Tennessee	2014	17936
Balance of Overton County	Tennessee	2015	18058
Perry County	Tennessee	2010	7930
Perry County	Tennessee	2011	7844
Perry County	Tennessee	2012	7840
Perry County	Tennessee	2013	7862
Perry County	Tennessee	2014	7843
Perry County	Tennessee	2015	7929
Balance of Perry County	Tennessee	2010	6122
Balance of Perry County	Tennessee	2011	6054
Balance of Perry County	Tennessee	2012	6052
Balance of Perry County	Tennessee	2013	6071
Balance of Perry County	Tennessee	2014	6056
Balance of Perry County	Tennessee	2015	6123
Pickett County	Tennessee	2010	5072
Pickett County	Tennessee	2011	5135
Pickett County	Tennessee	2012	5073
Pickett County	Tennessee	2013	5046
Pickett County	Tennessee	2014	5084
Pickett County	Tennessee	2015	5146
Balance of Pickett County	Tennessee	2010	4271
Balance of Pickett County	Tennessee	2011	4324
Balance of Pickett County	Tennessee	2012	4271
Balance of Pickett County	Tennessee	2013	4247
Balance of Pickett County	Tennessee	2014	4280
Balance of Pickett County	Tennessee	2015	4332
Polk County	Tennessee	2010	16808
Polk County	Tennessee	2011	16729
Polk County	Tennessee	2012	16595
Polk County	Tennessee	2013	16628
Polk County	Tennessee	2014	16711
Polk County	Tennessee	2015	16773
Balance of Polk County	Tennessee	2010	14601
Balance of Polk County	Tennessee	2011	14553
Balance of Polk County	Tennessee	2012	14453
Balance of Polk County	Tennessee	2013	14509
Balance of Polk County	Tennessee	2014	14614
Balance of Polk County	Tennessee	2015	14700
Putnam County	Tennessee	2010	72601
Putnam County	Tennessee	2011	72905
Putnam County	Tennessee	2012	73339
Putnam County	Tennessee	2013	73788
Putnam County	Tennessee	2014	74467
Putnam County	Tennessee	2015	74553
Balance of Putnam County	Tennessee	2010	33626
Balance of Putnam County	Tennessee	2011	33717
Balance of Putnam County	Tennessee	2012	33856
Balance of Putnam County	Tennessee	2013	34140
Balance of Putnam County	Tennessee	2014	34513
Balance of Putnam County	Tennessee	2015	34471
Rhea County	Tennessee	2010	31865
Rhea County	Tennessee	2011	32005
Rhea County	Tennessee	2012	32290
Rhea County	Tennessee	2013	32498
Rhea County	Tennessee	2014	32652
Rhea County	Tennessee	2015	32526
Balance of Rhea County	Tennessee	2010	21174
Balance of Rhea County	Tennessee	2011	21257
Balance of Rhea County	Tennessee	2012	21452
Balance of Rhea County	Tennessee	2013	21604
Balance of Rhea County	Tennessee	2014	21717
Balance of Rhea County	Tennessee	2015	21632
Roane County	Tennessee	2010	54144
Roane County	Tennessee	2011	53820
Roane County	Tennessee	2012	53472
Roane County	Tennessee	2013	53011
Roane County	Tennessee	2014	52756
Roane County	Tennessee	2015	52753
Balance of Roane County	Tennessee	2010	32237
Balance of Roane County	Tennessee	2011	32006
Balance of Roane County	Tennessee	2012	31812
Balance of Roane County	Tennessee	2013	31505
Balance of Roane County	Tennessee	2014	31330
Balance of Roane County	Tennessee	2015	31308
Robertson County	Tennessee	2010	66330
Robertson County	Tennessee	2011	66644
Robertson County	Tennessee	2012	66700
Robertson County	Tennessee	2013	67235
Robertson County	Tennessee	2014	67983
Robertson County	Tennessee	2015	68570
Balance of Robertson County	Tennessee	2010	27265
Balance of Robertson County	Tennessee	2011	27362
Balance of Robertson County	Tennessee	2012	27380
Balance of Robertson County	Tennessee	2013	27608
Balance of Robertson County	Tennessee	2014	27915
Balance of Robertson County	Tennessee	2015	28177
Rutherford County	Tennessee	2010	263781
Rutherford County	Tennessee	2011	269097
Rutherford County	Tennessee	2012	274339
Rutherford County	Tennessee	2013	281596
Rutherford County	Tennessee	2014	289147
Rutherford County	Tennessee	2015	298612
Balance of Rutherford County	Tennessee	2010	80770
Balance of Rutherford County	Tennessee	2011	82432
Balance of Rutherford County	Tennessee	2012	84287
Balance of Rutherford County	Tennessee	2013	86325
Balance of Rutherford County	Tennessee	2014	87928
Balance of Rutherford County	Tennessee	2015	90442
Scott County	Tennessee	2010	22235
Scott County	Tennessee	2011	22110
Scott County	Tennessee	2012	22157
Scott County	Tennessee	2013	22004
Scott County	Tennessee	2014	21994
Scott County	Tennessee	2015	21950
Balance of Scott County	Tennessee	2010	16272
Balance of Scott County	Tennessee	2011	16180
Balance of Scott County	Tennessee	2012	16209
Balance of Scott County	Tennessee	2013	16095
Balance of Scott County	Tennessee	2014	16090
Balance of Scott County	Tennessee	2015	16057
Sequatchie County	Tennessee	2010	14135
Sequatchie County	Tennessee	2011	14280
Sequatchie County	Tennessee	2012	14425
Sequatchie County	Tennessee	2013	14666
Sequatchie County	Tennessee	2014	14778
Sequatchie County	Tennessee	2015	14811
Balance of Sequatchie County	Tennessee	2010	9310
Balance of Sequatchie County	Tennessee	2011	9384
Balance of Sequatchie County	Tennessee	2012	9464
Balance of Sequatchie County	Tennessee	2013	9618
Balance of Sequatchie County	Tennessee	2014	9686
Balance of Sequatchie County	Tennessee	2015	9703
Sevier County	Tennessee	2010	90131
Sevier County	Tennessee	2011	91282
Sevier County	Tennessee	2012	92436
Sevier County	Tennessee	2013	93532
Sevier County	Tennessee	2014	94889
Sevier County	Tennessee	2015	95946
Balance of Sevier County	Tennessee	2010	64939
Balance of Sevier County	Tennessee	2011	65657
Balance of Sevier County	Tennessee	2012	66270
Balance of Sevier County	Tennessee	2013	66895
Balance of Sevier County	Tennessee	2014	67753
Balance of Sevier County	Tennessee	2015	68536
Shelby County	Tennessee	2010	928618
Shelby County	Tennessee	2011	933529
Shelby County	Tennessee	2012	939672
Shelby County	Tennessee	2013	939074
Shelby County	Tennessee	2014	938405
Shelby County	Tennessee	2015	938069
Balance of Shelby County	Tennessee	2010	99437
Balance of Shelby County	Tennessee	2011	100052
Balance of Shelby County	Tennessee	2012	100736
Balance of Shelby County	Tennessee	2013	100637
Balance of Shelby County	Tennessee	2014	100475
Balance of Shelby County	Tennessee	2015	100412
Smith County	Tennessee	2010	19135
Smith County	Tennessee	2011	19156
Smith County	Tennessee	2012	19126
Smith County	Tennessee	2013	19064
Smith County	Tennessee	2014	19040
Smith County	Tennessee	2015	19295
Balance of Smith County	Tennessee	2010	14303
Balance of Smith County	Tennessee	2011	14337
Balance of Smith County	Tennessee	2012	14322
Balance of Smith County	Tennessee	2013	14272
Balance of Smith County	Tennessee	2014	14256
Balance of Smith County	Tennessee	2015	14479
Stewart County	Tennessee	2010	13347
Stewart County	Tennessee	2011	13239
Stewart County	Tennessee	2012	13333
Stewart County	Tennessee	2013	13329
Stewart County	Tennessee	2014	13268
Stewart County	Tennessee	2015	13259
Balance of Stewart County	Tennessee	2010	11616
Balance of Stewart County	Tennessee	2011	11516
Balance of Stewart County	Tennessee	2012	11599
Balance of Stewart County	Tennessee	2013	11593
Balance of Stewart County	Tennessee	2014	11536
Balance of Stewart County	Tennessee	2015	11500
Sullivan County	Tennessee	2010	156833
Sullivan County	Tennessee	2011	156952
Sullivan County	Tennessee	2012	156636
Sullivan County	Tennessee	2013	156578
Sullivan County	Tennessee	2014	156803
Sullivan County	Tennessee	2015	156791
Balance of Sullivan County	Tennessee	2010	78092
Balance of Sullivan County	Tennessee	2011	78163
Balance of Sullivan County	Tennessee	2012	77985
Balance of Sullivan County	Tennessee	2013	77860
Balance of Sullivan County	Tennessee	2014	77933
Balance of Sullivan County	Tennessee	2015	77900
Sumner County	Tennessee	2010	161288
Sumner County	Tennessee	2011	163943
Sumner County	Tennessee	2012	166183
Sumner County	Tennessee	2013	169128
Sumner County	Tennessee	2014	172870
Sumner County	Tennessee	2015	175989
Balance of Sumner County	Tennessee	2010	49498
Balance of Sumner County	Tennessee	2011	50316
Balance of Sumner County	Tennessee	2012	50945
Balance of Sumner County	Tennessee	2013	51744
Balance of Sumner County	Tennessee	2014	52768
Balance of Sumner County	Tennessee	2015	53706
Tipton County	Tennessee	2010	61147
Tipton County	Tennessee	2011	61318
Tipton County	Tennessee	2012	61659
Tipton County	Tennessee	2013	61712
Tipton County	Tennessee	2014	61812
Tipton County	Tennessee	2015	61870
Balance of Tipton County	Tennessee	2010	31945
Balance of Tipton County	Tennessee	2011	31960
